(20, 10, 80),{'acc': 0.8478260869565217, 'precision': 0.822429906542056, 'recall': 0.9072164948453608, 'f1': 0.8627450980392157}
(20, 10, 160),{'acc': 0.8260869565217391, 'precision': 0.794392523364486, 'recall': 0.8947368421052632, 'f1': 0.8415841584158417}
(20, 20, 10),{'acc': 0.8206521739130435, 'precision': 0.8037383177570093, 'recall': 0.8775510204081632, 'f1': 0.8390243902439024}
(20, 20, 20),{'acc': 0.8315217391304348, 'precision': 0.7850467289719626, 'recall': 0.9130434782608695, 'f1': 0.8442211055276382}
(20, 20, 40),{'acc': 0.8260869565217391, 'precision': 0.8037383177570093, 'recall': 0.8865979381443299, 'f1': 0.8431372549019608}
(20, 20, 80),{'acc': 0.8043478260869565, 'precision': 0.7850467289719626, 'recall': 0.865979381443299, 'f1': 0.8235294117647058}
(20, 20, 160),{'acc': 0.782608695652174, 'precision': 0.7570093457943925, 'recall': 0.8526315789473684, 'f1': 0.8019801980198019}
(20, 40, 10),{'acc': 0.7989130434782609, 'precision': 0.8130841121495327, 'recall': 0.8365384615384616, 'f1': 0.8246445497630331}
(20, 40, 20),{'acc': 0.7934782608695652, 'precision': 0.7476635514018691, 'recall': 0.8791208791208791, 'f1': 0.808080808080808}
(20, 40, 40),{'acc': 0.8043478260869565, 'precision': 0.7663551401869159, 'recall': 0.8817204301075269, 'f1': 0.82}
(20, 40, 80),{'acc': 0.8152173913043478, 'precision': 0.7663551401869159, 'recall': 0.9010989010989011, 'f1': 0.8282828282828283}
(20, 40, 160),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(20, 80, 10),{'acc': 0.782608695652174, 'precision': 0.7663551401869159, 'recall': 0.845360824742268, 'f1': 0.8039215686274509}
(20, 80, 20),{'acc': 0.7880434782608695, 'precision': 0.7383177570093458, 'recall': 0.8777777777777778, 'f1': 0.8020304568527918}
(20, 80, 40),{'acc': 0.7445652173913043, 'precision': 0.719626168224299, 'recall': 0.8191489361702128, 'f1': 0.7661691542288557}
(20, 80, 80),{'acc': 0.7717391304347826, 'precision': 0.7383177570093458, 'recall': 0.8494623655913979, 'f1': 0.79}
(20, 80, 160),{'acc': 0.8152173913043478, 'precision': 0.8130841121495327, 'recall': 0.8613861386138614, 'f1': 0.8365384615384616}
(20, 160, 10),{'acc': 0.8043478260869565, 'precision': 0.7476635514018691, 'recall': 0.898876404494382, 'f1': 0.8163265306122448}
(20, 160, 20),{'acc': 0.8260869565217391, 'precision': 0.8130841121495327, 'recall': 0.8787878787878788, 'f1': 0.8446601941747572}
(20, 160, 40),{'acc': 0.8260869565217391, 'precision': 0.8411214953271028, 'recall': 0.8571428571428571, 'f1': 0.8490566037735849}
(20, 160, 80),{'acc': 0.8043478260869565, 'precision': 0.7757009345794392, 'recall': 0.8736842105263158, 'f1': 0.8217821782178217}
(20, 160, 160),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(40, 10, 10),{'acc': 0.7880434782608695, 'precision': 0.7383177570093458, 'recall': 0.8777777777777778, 'f1': 0.8020304568527918}
(40, 10, 20),{'acc': 0.7880434782608695, 'precision': 0.7757009345794392, 'recall': 0.8469387755102041, 'f1': 0.8097560975609756}
(40, 10, 40),{'acc': 0.8478260869565217, 'precision': 0.8411214953271028, 'recall': 0.8910891089108911, 'f1': 0.8653846153846154}
(40, 10, 80),{'acc': 0.8260869565217391, 'precision': 0.7850467289719626, 'recall': 0.9032258064516129, 'f1': 0.84}
(40, 10, 160),{'acc': 0.8043478260869565, 'precision': 0.7850467289719626, 'recall': 0.865979381443299, 'f1': 0.8235294117647058}
(40, 20, 10),{'acc': 0.7989130434782609, 'precision': 0.7570093457943925, 'recall': 0.8804347826086957, 'f1': 0.814070351758794}
(40, 20, 20),{'acc': 0.7880434782608695, 'precision': 0.7663551401869159, 'recall': 0.8541666666666666, 'f1': 0.8078817733990148}
(40, 20, 40),{'acc': 0.7663043478260869, 'precision': 0.7570093457943925, 'recall': 0.826530612244898, 'f1': 0.7902439024390243}
(40, 20, 80),{'acc': 0.782608695652174, 'precision': 0.7850467289719626, 'recall': 0.8316831683168316, 'f1': 0.8076923076923076}
(40, 20, 160),{'acc': 0.8043478260869565, 'precision': 0.7663551401869159, 'recall': 0.8817204301075269, 'f1': 0.82}
(40, 40, 10),{'acc': 0.782608695652174, 'precision': 0.7663551401869159, 'recall': 0.845360824742268, 'f1': 0.8039215686274509}
(40, 40, 20),{'acc': 0.842391304347826, 'precision': 0.8130841121495327, 'recall': 0.90625, 'f1': 0.8571428571428572}
(40, 40, 40),{'acc': 0.8043478260869565, 'precision': 0.8037383177570093, 'recall': 0.8514851485148515, 'f1': 0.8269230769230769}
(40, 40, 80),{'acc': 0.8097826086956522, 'precision': 0.794392523364486, 'recall': 0.8673469387755102, 'f1': 0.8292682926829268}
(40, 40, 160),{'acc': 0.8097826086956522, 'precision': 0.794392523364486, 'recall': 0.8673469387755102, 'f1': 0.8292682926829268}
(40, 80, 10),{'acc': 0.8206521739130435, 'precision': 0.7757009345794392, 'recall': 0.9021739130434783, 'f1': 0.8341708542713568}
(40, 80, 20),{'acc': 0.7934782608695652, 'precision': 0.7383177570093458, 'recall': 0.8876404494382022, 'f1': 0.8061224489795918}
(40, 80, 40),{'acc': 0.7717391304347826, 'precision': 0.7383177570093458, 'recall': 0.8494623655913979, 'f1': 0.79}
(40, 80, 80),{'acc': 0.8206521739130435, 'precision': 0.7850467289719626, 'recall': 0.8936170212765957, 'f1': 0.8358208955223881}
(40, 80, 160),{'acc': 0.7880434782608695, 'precision': 0.7757009345794392, 'recall': 0.8469387755102041, 'f1': 0.8097560975609756}
(40, 160, 10),{'acc': 0.8152173913043478, 'precision': 0.8037383177570093, 'recall': 0.8686868686868687, 'f1': 0.8349514563106796}
(40, 160, 20),{'acc': 0.8260869565217391, 'precision': 0.8037383177570093, 'recall': 0.8865979381443299, 'f1': 0.8431372549019608}
(40, 160, 40),{'acc': 0.8206521739130435, 'precision': 0.8037383177570093, 'recall': 0.8775510204081632, 'f1': 0.8390243902439024}
(40, 160, 80),{'acc': 0.8260869565217391, 'precision': 0.8037383177570093, 'recall': 0.8865979381443299, 'f1': 0.8431372549019608}
(40, 160, 160),{'acc': 0.8206521739130435, 'precision': 0.7757009345794392, 'recall': 0.9021739130434783, 'f1': 0.8341708542713568}
(80, 10, 10),{'acc': 0.7989130434782609, 'precision': 0.7570093457943925, 'recall': 0.8804347826086957, 'f1': 0.814070351758794}
(80, 10, 20),{'acc': 0.7989130434782609, 'precision': 0.7757009345794392, 'recall': 0.8645833333333334, 'f1': 0.8177339901477833}
(80, 10, 40),{'acc': 0.8206521739130435, 'precision': 0.7850467289719626, 'recall': 0.8936170212765957, 'f1': 0.8358208955223881}
(80, 10, 80),{'acc': 0.7989130434782609, 'precision': 0.7476635514018691, 'recall': 0.8888888888888888, 'f1': 0.8121827411167512}
(80, 10, 160),{'acc': 0.8206521739130435, 'precision': 0.822429906542056, 'recall': 0.8627450980392157, 'f1': 0.8421052631578947}
(80, 20, 10),{'acc': 0.7663043478260869, 'precision': 0.7102803738317757, 'recall': 0.8636363636363636, 'f1': 0.7794871794871794}
(80, 20, 20),{'acc': 0.8043478260869565, 'precision': 0.7850467289719626, 'recall': 0.865979381443299, 'f1': 0.8235294117647058}
(80, 20, 40),{'acc': 0.8532608695652174, 'precision': 0.8411214953271028, 'recall': 0.9, 'f1': 0.8695652173913043}
(80, 20, 80),{'acc': 0.782608695652174, 'precision': 0.7476635514018691, 'recall': 0.8602150537634409, 'f1': 0.7999999999999999}
(80, 20, 160),{'acc': 0.8152173913043478, 'precision': 0.7850467289719626, 'recall': 0.8842105263157894, 'f1': 0.8316831683168316}
(80, 40, 10),{'acc': 0.8097826086956522, 'precision': 0.7663551401869159, 'recall': 0.8913043478260869, 'f1': 0.8241206030150754}
(80, 40, 20),{'acc': 0.8369565217391305, 'precision': 0.8317757009345794, 'recall': 0.8811881188118812, 'f1': 0.8557692307692306}
(80, 40, 40),{'acc': 0.8260869565217391, 'precision': 0.8317757009345794, 'recall': 0.8640776699029126, 'f1': 0.8476190476190476}
(80, 40, 80),{'acc': 0.7880434782608695, 'precision': 0.7383177570093458, 'recall': 0.8777777777777778, 'f1': 0.8020304568527918}
(80, 40, 160),{'acc': 0.7771739130434783, 'precision': 0.719626168224299, 'recall': 0.875, 'f1': 0.7897435897435897}
(80, 80, 10),{'acc': 0.782608695652174, 'precision': 0.719626168224299, 'recall': 0.8850574712643678, 'f1': 0.7938144329896907}
(80, 80, 20),{'acc': 0.8369565217391305, 'precision': 0.822429906542056, 'recall': 0.8888888888888888, 'f1': 0.8543689320388348}
(80, 80, 40),{'acc': 0.8206521739130435, 'precision': 0.7757009345794392, 'recall': 0.9021739130434783, 'f1': 0.8341708542713568}
(80, 80, 80),{'acc': 0.8097826086956522, 'precision': 0.7570093457943925, 'recall': 0.9, 'f1': 0.8223350253807106}
(80, 80, 160),{'acc': 0.8043478260869565, 'precision': 0.7850467289719626, 'recall': 0.865979381443299, 'f1': 0.8235294117647058}
(80, 160, 10),{'acc': 0.8097826086956522, 'precision': 0.8130841121495327, 'recall': 0.8529411764705882, 'f1': 0.832535885167464}
(80, 160, 20),{'acc': 0.8369565217391305, 'precision': 0.8317757009345794, 'recall': 0.8811881188118812, 'f1': 0.8557692307692306}
(80, 160, 40),{'acc': 0.8260869565217391, 'precision': 0.7850467289719626, 'recall': 0.9032258064516129, 'f1': 0.84}
(80, 160, 80),{'acc': 0.8369565217391305, 'precision': 0.794392523364486, 'recall': 0.9139784946236559, 'f1': 0.8500000000000001}
(80, 160, 160),{'acc': 0.8152173913043478, 'precision': 0.7570093457943925, 'recall': 0.9101123595505618, 'f1': 0.826530612244898}
(160, 10, 10),{'acc': 0.8315217391304348, 'precision': 0.8411214953271028, 'recall': 0.8653846153846154, 'f1': 0.8530805687203792}
(160, 10, 20),{'acc': 0.8586956521739131, 'precision': 0.822429906542056, 'recall': 0.9263157894736842, 'f1': 0.8712871287128714}
(160, 10, 40),{'acc': 0.7989130434782609, 'precision': 0.7850467289719626, 'recall': 0.8571428571428571, 'f1': 0.8195121951219512}
(160, 10, 80),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(160, 10, 160),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(160, 20, 10),{'acc': 0.8315217391304348, 'precision': 0.794392523364486, 'recall': 0.9042553191489362, 'f1': 0.845771144278607}
(160, 20, 20),{'acc': 0.7663043478260869, 'precision': 0.7383177570093458, 'recall': 0.8404255319148937, 'f1': 0.7860696517412935}
(160, 20, 40),{'acc': 0.8315217391304348, 'precision': 0.7850467289719626, 'recall': 0.9130434782608695, 'f1': 0.8442211055276382}
(160, 20, 80),{'acc': 0.7608695652173914, 'precision': 0.7383177570093458, 'recall': 0.8315789473684211, 'f1': 0.7821782178217822}
(160, 20, 160),{'acc': 0.7989130434782609, 'precision': 0.7757009345794392, 'recall': 0.8645833333333334, 'f1': 0.8177339901477833}
(160, 40, 10),{'acc': 0.8206521739130435, 'precision': 0.7663551401869159, 'recall': 0.9111111111111111, 'f1': 0.8324873096446701}
(160, 40, 20),{'acc': 0.8097826086956522, 'precision': 0.7663551401869159, 'recall': 0.8913043478260869, 'f1': 0.8241206030150754}
(160, 40, 40),{'acc': 0.8260869565217391, 'precision': 0.8411214953271028, 'recall': 0.8571428571428571, 'f1': 0.8490566037735849}
(160, 40, 80),{'acc': 0.8152173913043478, 'precision': 0.7850467289719626, 'recall': 0.8842105263157894, 'f1': 0.8316831683168316}
(160, 40, 160),{'acc': 0.7934782608695652, 'precision': 0.7383177570093458, 'recall': 0.8876404494382022, 'f1': 0.8061224489795918}
(160, 80, 10),{'acc': 0.7717391304347826, 'precision': 0.7102803738317757, 'recall': 0.8735632183908046, 'f1': 0.7835051546391752}
(160, 80, 20),{'acc': 0.7989130434782609, 'precision': 0.7476635514018691, 'recall': 0.8888888888888888, 'f1': 0.8121827411167512}
(160, 80, 40),{'acc': 0.842391304347826, 'precision': 0.8037383177570093, 'recall': 0.9148936170212766, 'f1': 0.8557213930348259}
(160, 80, 80),{'acc': 0.8043478260869565, 'precision': 0.7570093457943925, 'recall': 0.8901098901098901, 'f1': 0.8181818181818181}
(160, 80, 160),{'acc': 0.7934782608695652, 'precision': 0.7663551401869159, 'recall': 0.8631578947368421, 'f1': 0.8118811881188119}
(160, 160, 10),{'acc': 0.8260869565217391, 'precision': 0.8037383177570093, 'recall': 0.8865979381443299, 'f1': 0.8431372549019608}
(160, 160, 20),{'acc': 0.8152173913043478, 'precision': 0.7850467289719626, 'recall': 0.8842105263157894, 'f1': 0.8316831683168316}
(160, 160, 40),{'acc': 0.8315217391304348, 'precision': 0.822429906542056, 'recall': 0.88, 'f1': 0.8502415458937198}
(160, 160, 80),{'acc': 0.8043478260869565, 'precision': 0.7663551401869159, 'recall': 0.8817204301075269, 'f1': 0.82}
(160, 160, 160),{'acc': 0.8206521739130435, 'precision': 0.794392523364486, 'recall': 0.8854166666666666, 'f1': 0.8374384236453202}
(10, 10, 10, 10),{'acc': 0.8695652173913043, 'precision': 0.8598130841121495, 'recall': 0.9108910891089109, 'f1': 0.8846153846153846}
(10, 10, 10, 20),{'acc': 0.8206521739130435, 'precision': 0.794392523364486, 'recall': 0.8854166666666666, 'f1': 0.8374384236453202}
(10, 10, 10, 40),{'acc': 0.8260869565217391, 'precision': 0.8504672897196262, 'recall': 0.8504672897196262, 'f1': 0.850467289719626}
(10, 10, 10, 80),{'acc': 0.8369565217391305, 'precision': 0.8411214953271028, 'recall': 0.8737864077669902, 'f1': 0.8571428571428571}
(10, 10, 10, 160),{'acc': 0.8260869565217391, 'precision': 0.8130841121495327, 'recall': 0.8787878787878788, 'f1': 0.8446601941747572}
(10, 10, 20, 10),{'acc': 0.7717391304347826, 'precision': 0.7289719626168224, 'recall': 0.8571428571428571, 'f1': 0.7878787878787878}
(10, 10, 20, 20),{'acc': 0.8369565217391305, 'precision': 0.822429906542056, 'recall': 0.8888888888888888, 'f1': 0.8543689320388348}
(10, 10, 20, 40),{'acc': 0.7880434782608695, 'precision': 0.7102803738317757, 'recall': 0.9047619047619048, 'f1': 0.7958115183246074}
(10, 10, 20, 80),{'acc': 0.8315217391304348, 'precision': 0.7570093457943925, 'recall': 0.9418604651162791, 'f1': 0.8393782383419688}
(10, 10, 20, 160),{'acc': 0.8043478260869565, 'precision': 0.7757009345794392, 'recall': 0.8736842105263158, 'f1': 0.8217821782178217}
(10, 10, 40, 10),{'acc': 0.842391304347826, 'precision': 0.794392523364486, 'recall': 0.9239130434782609, 'f1': 0.8542713567839195}
(10, 10, 40, 20),{'acc': 0.7880434782608695, 'precision': 0.7850467289719626, 'recall': 0.84, 'f1': 0.8115942028985507}
(10, 10, 40, 40),{'acc': 0.8478260869565217, 'precision': 0.8317757009345794, 'recall': 0.898989898989899, 'f1': 0.8640776699029127}
(10, 10, 40, 80),{'acc': 0.8206521739130435, 'precision': 0.7663551401869159, 'recall': 0.9111111111111111, 'f1': 0.8324873096446701}
(10, 10, 40, 160),{'acc': 0.8641304347826086, 'precision': 0.8504672897196262, 'recall': 0.91, 'f1': 0.8792270531400966}
(10, 10, 80, 10),{'acc': 0.8586956521739131, 'precision': 0.8317757009345794, 'recall': 0.9175257731958762, 'f1': 0.872549019607843}
(10, 10, 80, 20),{'acc': 0.7989130434782609, 'precision': 0.7663551401869159, 'recall': 0.8723404255319149, 'f1': 0.8159203980099503}
(10, 10, 80, 40),{'acc': 0.8206521739130435, 'precision': 0.8130841121495327, 'recall': 0.87, 'f1': 0.8405797101449274}
(10, 10, 80, 80),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(10, 10, 80, 160),{'acc': 0.8369565217391305, 'precision': 0.8504672897196262, 'recall': 0.8666666666666667, 'f1': 0.8584905660377359}
(10, 10, 160, 10),{'acc': 0.8532608695652174, 'precision': 0.897196261682243, 'recall': 0.8571428571428571, 'f1': 0.8767123287671232}
(10, 10, 160, 20),{'acc': 0.8315217391304348, 'precision': 0.7850467289719626, 'recall': 0.9130434782608695, 'f1': 0.8442211055276382}
(10, 10, 160, 40),{'acc': 0.8043478260869565, 'precision': 0.7757009345794392, 'recall': 0.8736842105263158, 'f1': 0.8217821782178217}
(10, 10, 160, 80),{'acc': 0.8043478260869565, 'precision': 0.7570093457943925, 'recall': 0.8901098901098901, 'f1': 0.8181818181818181}
(10, 10, 160, 160),{'acc': 0.7934782608695652, 'precision': 0.7663551401869159, 'recall': 0.8631578947368421, 'f1': 0.8118811881188119}
(10, 20, 10, 10),{'acc': 0.8586956521739131, 'precision': 0.8037383177570093, 'recall': 0.945054945054945, 'f1': 0.8686868686868686}
(10, 20, 10, 20),{'acc': 0.8152173913043478, 'precision': 0.7757009345794392, 'recall': 0.8924731182795699, 'f1': 0.83}
(10, 20, 10, 40),{'acc': 0.8043478260869565, 'precision': 0.7663551401869159, 'recall': 0.8817204301075269, 'f1': 0.82}
(10, 20, 10, 80),{'acc': 0.7934782608695652, 'precision': 0.7476635514018691, 'recall': 0.8791208791208791, 'f1': 0.808080808080808}
(10, 20, 10, 160),{'acc': 0.7717391304347826, 'precision': 0.7663551401869159, 'recall': 0.8282828282828283, 'f1': 0.796116504854369}
(10, 20, 20, 10),{'acc': 0.7989130434782609, 'precision': 0.7383177570093458, 'recall': 0.8977272727272727, 'f1': 0.8102564102564102}
(10, 20, 20, 20),{'acc': 0.8043478260869565, 'precision': 0.794392523364486, 'recall': 0.8585858585858586, 'f1': 0.8252427184466019}
(10, 20, 20, 40),{'acc': 0.8260869565217391, 'precision': 0.8130841121495327, 'recall': 0.8787878787878788, 'f1': 0.8446601941747572}
(10, 20, 20, 80),{'acc': 0.7880434782608695, 'precision': 0.7383177570093458, 'recall': 0.8777777777777778, 'f1': 0.8020304568527918}
(10, 20, 20, 160),{'acc': 0.782608695652174, 'precision': 0.7476635514018691, 'recall': 0.8602150537634409, 'f1': 0.7999999999999999}
(10, 20, 40, 10),{'acc': 0.8097826086956522, 'precision': 0.794392523364486, 'recall': 0.8673469387755102, 'f1': 0.8292682926829268}
(10, 20, 40, 20),{'acc': 0.7608695652173914, 'precision': 0.7663551401869159, 'recall': 0.8118811881188119, 'f1': 0.7884615384615384}
(10, 20, 40, 40),{'acc': 0.8043478260869565, 'precision': 0.8037383177570093, 'recall': 0.8514851485148515, 'f1': 0.8269230769230769}
(10, 20, 40, 80),{'acc': 0.7608695652173914, 'precision': 0.7383177570093458, 'recall': 0.8315789473684211, 'f1': 0.7821782178217822}
(10, 20, 40, 160),{'acc': 0.7880434782608695, 'precision': 0.7757009345794392, 'recall': 0.8469387755102041, 'f1': 0.8097560975609756}
(10, 20, 80, 10),{'acc': 0.8043478260869565, 'precision': 0.794392523364486, 'recall': 0.8585858585858586, 'f1': 0.8252427184466019}
(10, 20, 80, 20),{'acc': 0.7934782608695652, 'precision': 0.7757009345794392, 'recall': 0.8556701030927835, 'f1': 0.8137254901960783}
(10, 20, 80, 40),{'acc': 0.8043478260869565, 'precision': 0.794392523364486, 'recall': 0.8585858585858586, 'f1': 0.8252427184466019}
(10, 20, 80, 80),{'acc': 0.8043478260869565, 'precision': 0.7663551401869159, 'recall': 0.8817204301075269, 'f1': 0.82}
(10, 20, 80, 160),{'acc': 0.7608695652173914, 'precision': 0.7383177570093458, 'recall': 0.8315789473684211, 'f1': 0.7821782178217822}
(10, 20, 160, 10),{'acc': 0.7771739130434783, 'precision': 0.8037383177570093, 'recall': 0.8113207547169812, 'f1': 0.807511737089202}
(10, 20, 160, 20),{'acc': 0.8097826086956522, 'precision': 0.8037383177570093, 'recall': 0.86, 'f1': 0.8309178743961353}
